Tot No. Simulations	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	LTSM	Crack Width	C. Numbers	Max Slope	Max Tilt	Ang. Dis.	Max H. Strain	Dam. Area (%)	Strain (100%)	Strain (99%)	Strain (98%)	Strain (97%)	Strain (96%)	Strain (95%)	Local Avg.	Global Avg.
305	5132.874	0.820	0.025	5.845	31.636	0.321	7.660	166.447	0.354	17.112	0.188	0.828	41.362	13.756	15.517	0.00077	0.00	0	0.00089	0.00087	0.000104	0.000111	0	0.000108	0.000098	0.00009	0.000084	0.000077	0.000073	0	4.96E-04
306	6942.297	0.988	0.027	4.092	26.189	15.359	6.625	127.741	0.165	31.030	0.257	3.514	86.509	8.397	12.736	0.00031	0.00	0	0.00026	0.00025	2.50E-05	2.10E-05	0	0.000021	0.000019	0.000018	0.000017	0.000016	0.000015	0	1.40E-04
307	5774.016	0.598	0.029	3.658	21.997	20.010	28.846	42.555	0.486	26.934	0.349	3.064	70.556	17.525	11.200	0.00040	0.00	0	0.00242	0.00240	2.60E-05	2.20E-05	0	0.000023	0.000019	0.000018	0.000017	0.000016	0.000015	0	1.22E-03
308	3727.208	0.455	0.013	9.192	57.222	17.775	8.357	246.102	0.158	42.507	0.043	1.591	72.413	16.330	5.694	0.00042	0.00	0	0.00035	0.00034	6.00E-05	6.50E-05	0	0.000091	0.000063	0.000056	0.000052	0.000048	0.000045	0	2.03E-04
309	2106.060	0.516	0.024	19.436	55.092	11.717	18.737	156.840	0.376	5.502	0.062	2.860	21.379	7.865	6.650	0.00537	17.16	2	0.00238	0.00227	0.000428	0.002423	1.6	0.089856	0.002139	0.000091	0.000074	0.00007	0.000067	9.5819	1.88E-03
310	3012.319	0.509	0.025	10.419	42.072	4.673	10.154	159.217	0.435	23.314	0.188	2.396	70.770	5.508	6.884	0.00018	0.00	0	0.00023	0.00023	2.70E-05	4.90E-05	0	0.000073	0.000047	0.000043	0.00004	0.000038	0.000035	0	1.34E-04
311	5687.310	0.617	0.019	10.155	53.223	10.059	21.881	100.633	0.237	41.510	0.366	0.800	67.676	16.646	9.358	0.00020	0.00	0	0.00021	0.00021	1.00E-05	1.80E-05	0	0.000031	0.000019	0.000017	0.000016	0.000015	0.000014	0	1.12E-04
312	3419.455	0.461	0.017	17.654	54.042	15.052	2.883	74.022	0.408	30.185	0.423	2.386	52.545	12.248	5.635	0.00077	0.00	0	0.00027	0.00023	6.00E-05	8.10E-05	0	0.00012	0.000078	0.000071	0.000066	0.000061	0.000057	0	1.60E-04
313	7212.161	1.022	0.029	9.113	55.883	20.810	11.260	118.825	0.379	12.127	0.438	3.355	43.799	8.623	16.508	0.00233	9.81	5	0.00184	0.00175	0.000385	0.001666	2.69	0.058846	0.003307	0.000659	0.000071	0.000051	0.000045	7.407	1.41E-03
314	8678.744	0.961	0.020	10.145	13.476	25.949	44.469	219.017	0.179	21.849	0.271	1.435	74.262	16.789	17.902	0.00010	0.00	0	0.00074	0.00074	8.00E-06	4.00E-06	0	0.000011	0.000008	0.000007	0.000007	0.000007	0.000007	0	3.72E-04
315	6834.895	0.712	0.016	7.990	34.044	12.568	11.901	218.998	0.471	15.714	0.093	4.401	39.048	11.394	17.061	0.00332	6.84	6	0.00395	0.00392	0.000432	0.001734	3.72	0.031537	0.005832	0.001956	0.00047	0.000051	0.000038	6.4193	2.51E-03
316	5542.504	0.566	0.023	14.175	29.852	6.857	12.220	72.902	0.403	28.187	0.418	3.472	73.129	11.010	11.795	0.00064	0.00	0	0.00061	0.00061	7.00E-06	1.60E-05	0	0.00003	0.000016	0.000015	0.000014	0.000013	0.000013	0	3.11E-04
317	7336.266	0.882	0.027	17.252	26.636	29.278	10.657	151.211	0.477	18.542	0.089	4.241	40.602	8.732	21.702	0.00125	0.00	0	0.00130	0.00125	5.10E-05	2.00E-05	0	0.000037	0.00002	0.000019	0.000018	0.000018	0.000017	0	6.54E-04
318	6197.862	0.717	0.021	19.949	56.366	14.696	17.851	209.158	0.323	7.733	0.109	1.569	15.539	7.288	18.286	0.00210	0.00	0	0.00075	0.00071	5.20E-05	5.50E-05	0	0.000056	0.000048	0.000044	0.000041	0.000037	0.000034	0	3.91E-04
319	3625.647	0.577	0.023	16.617	44.031	10.762	4.432	223.449	0.128	17.918	0.446	3.130	49.478	8.381	6.265	0.00107	3.80	1	0.00057	0.00050	0.000123	0.000736	0.52	0.025297	0.000068	0.00006	0.000055	0.00005	0.000046	2.39955	4.84E-04
320	992.434	0.145	0.005	8.247	14.014	20.392	4.012	149.159	0.388	8.696	0.496	1.957	19.179	10.796	3.063	0.00461	1.99	2	0.00365	0.00347	0.000194	0.001597	3.03	0.01094	0.002371	0.00071	0.000098	0.000067	0.000063	1.9955	2.23E-03
321	7915.270	0.920	0.027	3.850	58.796	20.945	34.616	235.450	0.222	25.250	0.219	4.274	76.837	12.960	19.265	0.00078	2.89	2	0.00206	0.00198	0.00048	0.000409	1.39	0.016309	0.000558	0.000069	0.00006	0.000055	0.000049	2.44645	1.23E-03
322	1745.168	0.364	0.018	12.965	34.159	28.922	15.412	47.901	0.349	7.050	0.302	0.385	19.030	9.338	3.823	0.00074	0.00	0	0.00060	0.00053	7.20E-05	2.60E-05	0	0.000068	0.000047	0.000045	0.000043	0.000042	0.00004	0	3.07E-04
323	3796.432	0.419	0.011	3.571	44.952	27.512	1.802	206.158	0.483	17.372	0.187	1.852	49.524	7.831	10.746	0.00039	2.53	3	0.00070	0.00067	0.000269	0.000587	1.56	0.015539	0.000692	0.000072	0.000033	0.000029	0.000027	2.7658	5.57E-04
324	1351.226	0.263	0.010	18.281	32.202	4.871	1.291	179.079	0.429	29.789	0.436	0.253	66.034	13.857	2.725	0.00010	0.00	0	0.00002	0.00004	2.80E-05	6.10E-05	0	0.000123	0.000065	0.000062	0.00006	0.000058	0.000057	0	3.88E-05
325	8175.397	1.016	0.024	9.845	41.490	6.114	20.150	126.129	0.356	24.261	0.452	4.386	64.662	9.548	12.365	0.00075	0.00	0	0.00112	0.00112	2.60E-05	3.50E-05	0	0.000055	0.000033	0.000029	0.000026	0.000024	0.000022	0	5.76E-04
326	5953.183	0.817	0.023	5.699	54.887	29.903	7.515	79.980	0.224	34.529	0.380	1.200	62.714	6.731	18.763	0.00007	0.00	0	0.00008	0.00007	1.20E-05	1.00E-05	0	0.000016	0.000011	0.000009	0.000008	0.000008	0.000007	0	4.23E-05
327	1384.430	0.161	0.006	8.975	22.476	2.316	2.701	139.017	0.174	15.237	0.557	1.380	59.755	9.735	4.257	0.00071	0.00	0	0.00042	0.00038	4.50E-05	6.80E-05	0	0.000068	0.000063	0.000059	0.000056	0.000054	0.000052	0	2.28E-04
328	2471.291	0.482	0.022	6.417	47.559	14.160	29.048	110.445	0.377	28.191	0.436	3.756	66.686	17.599	7.005	0.00133	0.00	0	0.00263	0.00253	0.000208	0.000106	0	0.000136	0.000098	0.00009	0.000085	0.000081	0.000077	0	1.37E-03
329	4447.717	0.697	0.023	6.328	34.162	21.362	30.635	140.824	0.389	7.249	0.315	2.999	17.034	10.553	7.842	0.00037	3.82	1	0.00105	0.00092	0.000146	0.00092	1.68	0.022271	0.001002	0.000093	0.000083	0.000078	0.000074	2.41205	7.59E-04
330	1448.911	0.223	0.007	13.045	23.142	12.192	26.113	241.556	0.325	17.033	0.092	3.426	44.466	12.707	3.108	0.00024	0.00	0	0.00296	0.00283	0.00013	4.50E-05	0	0.000078	0.000052	0.000048	0.000046	0.000045	0.000044	0	1.49E-03
331	3574.359	0.498	0.016	16.488	39.421	0.450	8.325	104.395	0.151	18.701	0.006	4.126	54.090	9.888	7.840	0.00170	0.00	0	0.00110	0.00106	4.30E-05	6.40E-05	0	0.000064	0.000058	0.000054	0.000051	0.000048	0.000046	0	5.67E-04
332	7557.792	0.887	0.029	19.486	15.978	24.245	5.688	76.123	0.441	14.362	0.465	2.346	27.870	8.284	17.146	0.00112	0.00	0	0.00087	0.00086	1.30E-05	9.00E-06	0	0.000028	0.000017	0.000016	0.000015	0.000015	0.000014	0	4.37E-04
333	7263.167	0.832	0.026	3.874	18.830	29.077	37.702	65.434	0.318	28.115	0.216	4.967	66.701	15.774	12.390	0.00034	0.00	0	0.00271	0.00268	3.00E-05	1.70E-05	0	0.000017	0.000015	0.000014	0.000013	0.000012	0.000012	0	1.36E-03
334	4025.620	0.769	0.027	19.498	10.403	8.046	14.797	106.800	0.151	22.469	0.445	0.592	77.895	8.751	10.235	0.00004	0.00	0	0.00016	0.00015	1.10E-05	2.10E-05	0	0.000042	0.000024	0.000022	0.000021	0.00002	0.00002	0	8.58E-05
335	5186.717	0.642	0.028	7.493	53.026	7.643	29.288	112.339	0.313	26.838	0.323	3.088	57.440	14.380	11.760	0.00097	0.00	0	0.00148	0.00145	8.80E-05	4.90E-05	0	0.000066	0.000047	0.000042	0.00004	0.000038	0.000036	0	7.68E-04
336	4647.981	0.740	0.028	14.821	41.122	23.974	19.084	139.864	0.276	44.661	0.580	3.513	82.993	8.803	11.535	0.00021	0.00	0	0.00017	0.00017	3.00E-06	1.40E-05	0	0.000033	0.000021	0.000019	0.000019	0.000018	0.000018	0	8.88E-05
337	5201.214	0.563	0.013	12.685	32.501	12.280	19.903	204.630	0.413	12.353	0.106	0.756	22.985	14.765	8.709	0.00096	3.06	1	0.00151	0.00146	5.50E-05	0.000754	0.97	0.017973	0.000047	0.00003	0.000027	0.000025	0.000024	2.032	9.44E-04
338	2829.005	0.407	0.019	5.813	50.377	6.172	23.807	7.684	0.185	5.976	0.337	0.299	20.174	8.981	4.434	0.00072	0.00	0	0.00037	0.00035	3.30E-05	3.70E-05	0	0.000053	0.000036	0.000033	0.000031	0.000029	0.000028	0	1.97E-04
339	4064.009	0.408	0.015	19.131	15.147	26.893	39.674	55.074	0.475	40.151	0.190	4.878	65.350	16.897	11.495	0.00022	0.00	0	0.00165	0.00164	2.20E-05	1.50E-05	0	0.000052	0.000035	0.000033	0.000032	0.000031	0.000029	0	8.30E-04
340	3017.124	0.557	0.020	15.897	57.754	27.492	28.796	230.298	0.467	9.347	0.269	0.751	29.740	13.601	6.369	0.00126	15.55	1	0.00218	0.00151	0.000799	0.00217	2.98	0.055123	0.005862	0.001366	0.00022	0.0001	0.000089	8.275	1.66E-03
341	4517.296	0.636	0.028	19.355	54.154	2.103	0.965	215.046	0.162	6.199	0.442	4.968	19.519	5.779	6.665	0.00468	25.32	5	0.00092	0.00080	0.000386	0.004175	0.72	0.107038	0.000103	0.000086	0.000077	0.000071	0.000066	15.15875	1.57E-03
342	4785.960	0.606	0.023	14.572	57.575	24.721	18.920	154.378	0.379	38.526	0.201	2.192	65.803	8.449	10.768	0.00018	0.00	0	0.00018	0.00017	1.50E-05	2.50E-05	0	0.000041	0.000027	0.000025	0.000024	0.000023	0.000022	0	9.65E-05
343	7539.862	0.896	0.027	11.264	28.550	24.798	15.819	17.038	0.127	39.496	0.209	1.380	70.035	12.393	13.994	0.00022	0.00	0	0.00015	0.00015	8.00E-06	4.00E-06	0	0.000015	0.00001	0.000009	0.000009	0.000009	0.000009	0	7.93E-05
344	3636.625	0.438	0.013	17.659	32.176	8.593	2.912	33.003	0.349	11.275	0.542	0.473	18.731	9.162	10.307	0.00060	0.00	0	0.00016	0.00016	1.60E-05	2.00E-05	0	0.00005	0.000027	0.000025	0.000024	0.000024	0.000023	0	8.73E-05
345	3928.129	0.517	0.022	8.217	35.684	16.632	6.033	133.398	0.195	22.487	0.377	0.713	57.665	13.120	8.293	0.00034	0.00	0	0.00029	0.00027	3.70E-05	4.50E-05	0	0.000049	0.000042	0.00004	0.000037	0.000035	0.000033	0	1.60E-04
346	4609.349	0.501	0.023	18.012	57.705	10.513	14.178	52.079	0.248	5.280	0.505	1.955	11.922	6.797	11.275	0.00420	0.00	0	0.00064	0.00063	2.50E-05	4.10E-05	0	0.000063	0.000037	0.000033	0.000029	0.000027	0.000025	0	3.32E-04
347	4193.817	0.559	0.020	7.030	47.937	7.816	11.319	209.070	0.234	28.741	0.511	4.680	68.253	17.085	7.943	0.00220	5.80	8	0.00302	0.00299	0.000401	0.001092	2.86	0.031414	0.003699	0.000806	0.000068	0.000056	0.000049	6.8979	1.88E-03
348	3756.201	0.668	0.029	14.355	38.911	25.030	42.198	34.764	0.181	35.547	0.377	3.788	59.575	15.419	7.686	0.00034	0.00	0	0.00126	0.00126	1.70E-05	1.00E-05	0	0.00004	0.000025	0.000024	0.000023	0.000022	0.000022	0	6.38E-04
349	5065.092	0.680	0.029	17.035	23.757	22.127	9.379	148.235	0.358	26.135	0.031	2.086	76.357	7.606	9.900	0.00021	0.00	0	0.00018	0.00018	1.40E-05	1.20E-05	0	0.000034	0.000022	0.000021	0.00002	0.000019	0.000019	0	9.45E-05
350	6613.643	0.791	0.022	18.509	28.422	14.356	0.120	43.346	0.380	13.485	0.400	2.446	39.401	10.176	20.347	0.00204	0.00	0	0.00001	0.00001	7.00E-06	1.40E-05	0	0.000033	0.000018	0.000017	0.000016	0.000016	0.000016	0	1.08E-05
351	2710.307	0.273	0.012	16.399	47.433	2.421	12.431	175.767	0.177	39.997	0.480	3.693	72.278	9.896	6.896	0.00040	0.00	0	0.00024	0.00024	1.40E-05	4.30E-05	0	0.000043	0.00004	0.000038	0.000037	0.000035	0.000034	0	1.34E-04
352	1519.204	0.170	0.006	19.129	18.858	29.241	25.891	41.838	0.170	24.160	0.259	2.917	49.398	10.388	4.221	0.00018	0.00	0	0.00103	0.00101	5.80E-05	4.40E-05	0.32	0.001644	0.00009	0.000084	0.000081	0.000077	0.000074	0	5.35E-04
353	1691.035	0.379	0.019	3.734	22.616	14.311	9.140	97.777	0.214	14.558	0.374	0.804	57.447	13.282	5.444	0.00059	0.00	0	0.00121	0.00118	0.000124	9.30E-05	0	0.0001	0.000087	0.000079	0.000076	0.000074	0.000069	0	6.51E-04
354	2815.338	0.395	0.018	6.229	14.145	15.762	0.346	110.437	0.202	19.259	0.130	3.312	34.130	11.656	4.709	0.00249	0.00	0	0.00006	0.00003	4.20E-05	2.10E-05	0	0.000028	0.000021	0.00002	0.000018	0.000018	0.000017	0	3.75E-05
355	3940.111	0.501	0.011	13.194	27.183	9.055	13.744	59.045	0.473	11.857	0.088	2.092	21.643	7.021	6.943	0.00095	0.00	0	0.00110	0.00110	1.50E-05	1.20E-05	0	0.000031	0.000018	0.000016	0.000016	0.000015	0.000015	0	5.57E-04
356	7912.194	0.826	0.020	15.991	42.508	23.368	25.345	171.230	0.229	14.412	0.390	1.423	48.100	10.253	15.101	0.00039	0.00	0	0.00088	0.00084	3.60E-05	2.50E-05	0	0.000026	0.000023	0.000021	0.00002	0.000018	0.000017	0	4.46E-04
357	4882.858	0.873	0.027	15.946	30.801	6.892	7.447	219.691	0.261	23.907	0.167	3.585	74.979	11.507	8.030	0.00106	0.00	0	0.00066	0.00063	2.90E-05	3.30E-05	0	0.00005	0.000032	0.000029	0.000027	0.000026	0.000024	0	3.38E-04
358	5796.295	0.745	0.029	9.468	31.514	22.662	24.612	6.403	0.284	11.151	0.525	0.302	24.357	11.419	16.770	0.00014	0.00	0	0.00024	0.00023	1.20E-05	4.00E-06	0	0.000015	0.00001	0.000009	0.000009	0.000008	0.000008	0	1.22E-04
359	6821.781	0.780	0.026	12.475	56.923	11.519	31.191	36.842	0.116	23.464	0.033	1.352	72.404	14.577	17.224	0.00044	0.00	0	0.00077	0.00076	1.20E-05	1.40E-05	0	0.000016	0.000013	0.000013	0.000012	0.000012	0.000011	0	3.88E-04
360	4173.201	0.580	0.016	19.194	53.023	11.267	7.139	41.691	0.470	29.864	0.146	0.236	52.038	8.366	13.758	0.00004	0.00	0	0.00002	0.00003	1.50E-05	1.70E-05	0	0.000044	0.000024	0.000022	0.000022	0.000021	0.000021	0	1.93E-05
361	5035.681	0.603	0.023	6.250	34.333	16.390	31.845	53.780	0.212	20.373	0.115	4.262	38.082	14.487	10.611	0.00071	1.61	5	0.00333	0.00329	0.000151	0.000488	1.83	0.008167	0.001574	0.000059	0.000037	0.000033	0.000031	3.3067	1.81E-03
362	5171.751	0.555	0.011	4.260	12.378	16.892	22.804	145.312	0.269	32.895	0.526	0.527	64.207	15.499	15.179	0.00009	0.00	0	0.00020	0.00020	4.00E-06	3.00E-06	0	0.000007	0.000005	0.000005	0.000004	0.000004	0.000004	0	1.03E-04
363	3755.084	0.554	0.027	9.416	32.820	19.307	25.173	165.990	0.202	12.953	0.229	2.689	33.735	12.731	10.859	0.00110	5.07	2	0.00339	0.00334	0.000375	0.001217	3.12	0.03092	0.003218	0.000871	0.000188	0.000072	0.000063	3.5357	2.08E-03
364	6673.731	0.758	0.029	18.260	47.902	9.582	42.323	52.201	0.191	36.184	0.600	0.506	66.752	15.746	11.571	0.00006	0.00	0	0.00017	0.00017	1.00E-05	9.00E-06	0	0.000025	0.000014	0.000013	0.000013	0.000012	0.000012	0	8.98E-05
365	2483.570	0.502	0.024	8.286	42.266	28.334	22.099	25.259	0.482	30.658	0.476	1.454	62.697	10.701	4.935	0.00021	0.00	0	0.00033	0.00032	2.10E-05	2.40E-05	0	0.000038	0.000027	0.000025	0.000024	0.000023	0.000022	0	1.75E-04
366	2370.131	0.393	0.015	13.191	55.371	19.170	17.078	54.278	0.351	15.631	0.264	4.101	43.377	7.104	6.146	0.00130	0.00	0	0.00100	0.00098	5.70E-05	8.20E-05	0	0.00012	0.000076	0.000068	0.000061	0.000056	0.000052	0	5.30E-04
367	6424.373	0.740	0.026	19.332	33.574	10.644	0.856	45.680	0.335	3.949	0.319	0.798	10.235	5.660	17.665	0.00175	0.00	0	0.00007	0.00007	6.00E-06	1.60E-05	0	0.000033	0.000018	0.000017	0.000016	0.000016	0.000015	0	4.18E-05
368	3149.384	0.388	0.009	8.194	22.271	12.760	18.704	211.560	0.295	12.558	0.211	1.954	41.615	13.473	6.079	0.00064	2.51	1	0.00342	0.00333	9.20E-05	0.000853	1.4	0.013683	0.000586	0.000063	0.000057	0.000052	0.000049	1.75285	1.92E-03
369	5773.359	0.588	0.019	7.387	27.121	16.641	36.565	156.253	0.314	29.957	0.370	2.107	84.397	12.305	13.158	0.00007	0.00	0	0.00064	0.00063	1.00E-05	9.00E-06	0	0.00001	0.000008	0.000008	0.000007	0.000007	0.000007	0	3.24E-04
370	2641.456	0.321	0.010	8.193	40.929	11.702	21.912	247.327	0.280	15.882	0.395	0.636	58.300	11.054	6.282	0.00024	0.00	0	0.00050	0.00048	4.80E-05	5.20E-05	0	0.000059	0.000048	0.000045	0.000043	0.000041	0.000039	0	2.69E-04
371	3204.355	0.515	0.015	15.854	47.525	13.954	28.593	231.902	0.206	30.202	0.007	0.203	84.034	12.117	6.519	0.00003	0.00	0	0.00006	0.00007	1.30E-05	1.70E-05	0	0.000044	0.000027	0.000026	0.000025	0.000024	0.000024	0	3.88E-05
372	6779.180	0.893	0.021	11.678	35.109	18.220	10.845	186.779	0.381	18.655	0.233	3.629	58.390	14.786	17.758	0.00293	5.77	4	0.00320	0.00313	0.000254	0.001307	1.66	0.031819	0.001131	0.00007	0.00006	0.000055	0.00005	4.88565	1.97E-03
373	7942.052	0.867	0.024	18.186	44.076	1.810	11.345	245.789	0.137	33.585	0.384	2.545	87.021	12.431	16.042	0.00049	0.00	0	0.00033	0.00032	1.10E-05	2.10E-05	0	0.000021	0.000019	0.000018	0.000017	0.000017	0.000016	0	1.72E-04
374	4973.382	0.623	0.026	13.541	51.445	4.277	24.774	178.383	0.113	17.514	0.015	0.973	41.486	16.549	14.016	0.00104	0.00	0	0.00121	0.00120	5.00E-05	6.70E-05	0	0.000115	0.000063	0.000057	0.000053	0.000048	0.000045	0	6.32E-04
375	6332.250	0.639	0.023	16.278	15.976	0.377	9.466	234.305	0.345	25.719	0.531	1.184	84.058	11.276	19.056	0.00022	0.00	0	0.00023	0.00023	3.00E-06	1.00E-05	0	0.000011	0.00001	0.00001	0.00001	0.00001	0.00001	0	1.19E-04
376	6735.593	0.715	0.025	9.643	12.707	1.045	25.699	187.519	0.332	13.491	0.070	1.954	26.153	14.360	16.553	0.00062	0.00	0	0.00223	0.00223	7.00E-06	5.00E-06	0	0.000005	0.000005	0.000005	0.000005	0.000005	0.000005	0	1.12E-03
377	2927.562	0.367	0.018	12.218	44.949	15.082	17.535	79.246	0.360	36.160	0.342	2.504	59.225	7.606	7.131	0.00018	0.00	0	0.00017	0.00017	5.00E-06	2.20E-05	0	0.000042	0.000027	0.000025	0.000024	0.000023	0.000023	0	9.03E-05
378	1746.319	0.294	0.010	13.786	57.600	3.537	11.422	146.677	0.106	21.199	0.499	1.953	82.679	5.492	4.129	0.00017	0.00	0	0.00022	0.00022	2.60E-05	6.40E-05	0	0.000107	0.000064	0.000059	0.000055	0.000051	0.000048	0	1.33E-04
379	2515.835	0.341	0.016	13.480	52.804	25.742	16.238	93.626	0.425	23.528	0.176	2.093	38.209	13.172	7.653	0.00129	2.81	2	0.00112	0.00108	0.000199	0.000455	0.83	0.017037	0.000083	0.000056	0.000051	0.000048	0.000045	2.4058	7.14E-04
380	4270.388	0.438	0.018	11.466	28.558	29.606	1.571	195.247	0.245	35.132	0.063	1.646	65.515	13.237	6.809	0.00046	0.00	0	0.00006	0.00005	1.40E-05	1.40E-05	0	0.000031	0.00002	0.000018	0.000017	0.000017	0.000016	0	3.30E-05
381	3474.566	0.385	0.011	9.853	48.295	4.423	19.237	231.111	0.405	24.246	0.137	1.251	87.186	11.762	10.423	0.00031	0.00	0	0.00052	0.00051	4.90E-05	6.70E-05	0.01	0.000123	0.000058	0.000052	0.000046	0.000042	0.000038	0	2.87E-04
382	3169.337	0.554	0.025	10.739	17.008	9.615	5.786	10.784	0.417	17.589	0.031	4.071	43.014	13.936	9.404	0.00357	0.00	0	0.00223	0.00223	1.70E-05	1.40E-05	0	0.000032	0.00002	0.000017	0.000016	0.000016	0.000015	0	1.12E-03
383	3141.402	0.476	0.018	4.207	36.449	28.337	20.082	12.445	0.370	19.540	0.122	1.795	37.816	15.406	10.288	0.00129	0.00	0	0.00185	0.00181	3.10E-05	1.70E-05	0	0.000019	0.000015	0.000014	0.000013	0.000013	0.000012	0	9.27E-04
384	1550.073	0.251	0.012	6.150	56.688	5.215	13.764	122.471	0.398	6.061	0.247	3.114	15.900	6.719	3.349	0.00612	14.83	19	0.00390	0.00303	0.002509	0.00347	6.78	0.085774	0.013492	0.006217	0.003417	0.001692	0.000786	16.9164	3.23E-03
385	4549.320	0.626	0.016	17.101	54.248	5.831	28.004	208.974	0.279	27.216	0.353	0.527	59.368	12.117	11.014	0.00012	0.00	0	0.00017	0.00017	8.00E-06	1.40E-05	0	0.000032	0.000017	0.000016	0.000015	0.000015	0.000014	0	9.10E-05
386	3789.238	0.583	0.019	18.340	39.539	29.531	30.292	145.846	0.156	34.946	0.544	3.201	70.555	12.401	9.949	0.00035	0.00	0	0.00071	0.00071	6.00E-06	1.60E-05	0	0.000056	0.000034	0.000032	0.000031	0.00003	0.000029	0	3.59E-04
387	3047.515	0.663	0.026	4.446	19.149	16.661	25.886	82.231	0.405	33.577	0.583	3.445	67.587	14.420	6.144	0.00039	0.00	0	0.00115	0.00115	1.10E-05	1.50E-05	0	0.000016	0.000014	0.000014	0.000013	0.000013	0.000012	0	5.80E-04
388	3394.431	0.502	0.021	16.081	31.313	20.592	5.871	87.041	0.435	30.945	0.255	0.351	61.190	7.414	8.892	0.00004	0.00	0	0.00002	0.00002	1.60E-05	1.60E-05	0	0.000044	0.000029	0.000027	0.000026	0.000025	0.000025	0	1.73E-05
389	2468.261	0.305	0.012	14.544	37.842	15.792	6.647	88.474	0.320	22.318	0.325	4.163	46.408	7.338	4.096	0.00079	0.00	0	0.00043	0.00041	3.40E-05	5.30E-05	0	0.000086	0.000055	0.000051	0.000048	0.000046	0.000043	0	2.32E-04
390	2004.943	0.288	0.009	15.740	36.882	4.992	30.241	212.101	0.284	23.165	0.331	1.506	45.420	14.735	5.835	0.00035	0.00	0	0.00103	0.00100	4.10E-05	3.30E-05	0	0.000058	0.000035	0.000032	0.000031	0.00003	0.000029	0	5.26E-04
391	4844.544	0.829	0.025	12.606	43.336	30.000	20.607	137.717	0.256	35.570	0.533	1.937	84.309	9.048	15.992	0.00015	0.00	0	0.00020	0.00019	9.00E-06	1.20E-05	0	0.000029	0.000019	0.000018	0.000017	0.000016	0.000016	0	1.03E-04
392	4493.795	0.618	0.028	18.298	57.255	24.872	38.526	177.925	0.460	28.633	0.028	0.226	79.491	16.906	8.394	0.00005	0.00	0	0.00014	0.00012	2.20E-05	1.10E-05	0	0.000044	0.000027	0.000026	0.000024	0.000023	0.000022	0	7.30E-05
393	2810.078	0.440	0.016	7.555	30.083	16.349	14.969	219.883	0.394	38.175	0.385	2.219	63.459	7.861	5.068	0.00016	0.00	0	0.00014	0.00014	7.00E-06	1.80E-05	0	0.00003	0.000021	0.000019	0.000018	0.000018	0.000017	0	7.48E-05
394	6503.910	0.862	0.028	9.561	35.437	8.800	22.007	73.723	0.274	21.295	0.250	1.393	48.929	12.173	9.366	0.00043	0.00	0	0.00076	0.00076	4.00E-06	7.00E-06	0	0.000015	0.000009	0.000008	0.000007	0.000007	0.000007	0	3.83E-04
395	3207.698	0.377	0.014	8.432	40.155	23.511	22.690	224.576	0.237	7.300	0.164	4.280	16.755	8.191	5.964	0.00367	17.10	5	0.00573	0.00543	0.000685	0.0054	9.41	0.082045	0.013405	0.007269	0.004441	0.002671	0.001797	11.04945	4.31E-03
396	5081.829	0.553	0.021	4.933	19.380	7.697	6.215	153.116	0.373	10.369	0.227	3.309	37.762	8.588	14.544	0.00261	3.50	2	0.00315	0.00307	0.000308	0.001422	1.82	0.018591	0.003412	0.000077	0.000052	0.000047	0.000044	2.7508	1.99E-03
397	1018.052	0.128	0.005	15.846	51.979	2.569	21.786	179.276	0.420	30.899	0.555	1.245	54.634	9.380	2.570	0.00018	0.00	0	0.00021	0.00024	1.00E-05	6.60E-05	0	0.000067	0.000063	0.000062	0.00006	0.000059	0.000058	0	1.32E-04
398	2743.773	0.552	0.020	16.334	13.910	17.347	18.102	29.223	0.313	24.607	0.194	4.252	83.107	8.211	9.052	0.00020	0.00	0	0.00083	0.00082	2.80E-05	2.10E-05	0	0.000061	0.000037	0.000034	0.000033	0.000032	0.000031	0	4.25E-04
399	5256.071	0.624	0.021	15.481	17.555	28.618	15.151	62.474	0.266	35.179	0.297	1.409	72.191	5.883	11.680	0.00005	0.00	0	0.00006	0.00005	1.60E-05	1.00E-05	0	0.000033	0.00002	0.000019	0.000019	0.000018	0.000018	0	3.38E-05
400	4312.288	0.711	0.021	17.581	46.188	12.172	3.844	96.624	0.226	4.333	0.261	4.243	14.402	6.644	8.283	0.00954	8.92	2	0.00121	0.00117	0.000287	0.001593	1.3	0.0509	0.000761	0.000058	0.000049	0.000044	0.000041	5.4608	1.07E-03
401	8778.567	1.145	0.027	9.241	23.982	25.238	4.142	14.832	0.313	14.309	0.532	2.569	47.681	8.957	13.067	0.00136	0.00	0	0.00070	0.00069	6.00E-06	4.00E-06	0	0.000012	0.000008	0.000007	0.000006	0.000006	0.000006	0	3.50E-04
402	2828.494	0.361	0.016	19.089	46.374	13.435	25.331	119.349	0.193	25.572	0.351	2.013	78.934	11.315	7.157	0.00033	0.00	0	0.00064	0.00066	1.40E-05	2.60E-05	0	0.000061	0.000036	0.000034	0.000033	0.000032	0.000031	0	3.35E-04
403	4933.989	0.658	0.016	15.503	15.263	23.920	28.212	49.349	0.164	43.120	0.423	3.467	85.011	15.787	10.083	0.00038	0.00	0	0.00076	0.00076	1.60E-05	1.10E-05	0	0.000034	0.000021	0.000019	0.000018	0.000017	0.000017	0	3.86E-04
